factor,avg_contribution_pct_points,share_abs_pct
K,-1.061184834048592,9.23895272145054
L,4.054299873114074,35.29779511018592
D,0.9710156315634011,8.453916060576594
AI,1.528818312043898,13.310292091881346
H,0.4710611312696981,4.1011814163511335
TFP,3.399606411880196,29.597862599554475
