solution_id,method,total_budget,gdp_gain,inequality,emission,net_cyber_risk,NMM_I,NMM_D,NMM_AI,NMM_H,RRD_I,RRD_D,RRD_AI,RRD_H,NCC_I,NCC_D,NCC_AI,NCC_H,CH_I,CH_D,CH_AI,CH_H,SE_I,SE_D,SE_AI,SE_H,MD_I,MD_D,MD_AI,MD_H
random_3783,random,49848.11021332248,49003.58231099736,2061.3801924542972,5067.34571149205,-2513.8656540258044,11.115447023391754,8999.590000000004,0.6005019244028145,1244.0960644421648,1082.2241636901467,0.0,5223.856266784129,379.76547837209847,251.51146526193705,499.59000000000486,236.26846547448383,4529.460580518502,0.0012734553495113668,11999.590000000004,0.001972354816475743,0.21892477893283616,247.64657490352883,0.0,130.10958824044596,6159.481946053068,660.6165046206545,3999.5900000000047,194.16764123561046,3998.607354188795
random_2984,random,49939.08951363954,48890.09100031198,1984.542293848522,4404.872940356082,-3315.8964344319884,16.057708255512836,8999.590000000004,32.77158394614215,468.7943478175333,2875.2409588103387,0.0,1600.3588218314546,3437.378541199821,21.539211838027143,499.59000000000486,51.347998086124456,8833.878770986226,0.0011361717480058641,11999.590000000004,0.00356506283664587,0.0073162011715546624,34.92428156038408,0.0,2507.4497207457907,2669.6753783919544,50.92899398024772,3999.5900000000047,50.07114162546441,1790.3000371287415
random_3539,random,49861.135727758236,48867.57528382502,1832.8594503039196,6608.8846612993375,-1709.164482135474,38.98219632137371,8999.590000000004,16.132394869942186,887.2101234310535,19.90175421833851,0.0,14.545119224694764,6010.911052083514,1971.251274033058,499.59000000000486,1403.0078880545557,1772.047614010905,0.016108972063610418,11999.590000000004,0.0329813009591917,0.12640928528774617,2564.8071912069126,0.0,4720.225228176044,1202.4335812272318,13.755541056481649,3999.5900000000047,26.232702132459746,3701.1565681533434
random_3987,random,49157.36412126449,48861.60129551453,1820.711543959799,6255.7274581662205,-1055.2868528871654,4.716432003734606,8999.590000000004,1.3133574771367937,61.52687739881047,813.0321305936853,0.0,648.6993611823777,4083.278994337117,17.829858619354017,499.59000000000486,2.585429509378049,5609.375832584719,0.0505871865703077,11999.590000000004,0.03375508467357894,0.051982155548384326,561.0900411046222,0.0,5797.100466789957,1083.9653140316318,951.6899967355444,3999.5900000000047,1396.0440137799847,2626.6196906896266
random_4139,random,49867.4519424295,48832.35337905925,1897.1012577422273,6114.871651394491,-1799.0777396932626,78.08315338338647,8999.590000000004,130.7540054559278,188.75059123946858,58.11871829236044,0.0,3572.7369674945935,2602.2896375244204,132.30770036154615,499.59000000000486,695.5864989359997,4405.64093509948,0.03338511470786487,11999.590000000004,0.047240514359450196,0.03615490475725202,963.92527761794,0.0,2499.1276723579213,5765.092263852957,1538.076637699201,3999.5900000000047,93.03295850546905,1645.4521440749886
random_4108,random,49648.60367186385,48781.52508749018,1920.7350364132208,5858.76527211887,-2037.8262015099315,349.91841014541086,8999.590000000004,11.417724907840801,394.61753040254985,790.1290799336257,0.0,1843.7837087466776,2946.1698085741614,487.20138945200273,499.59000000000486,431.70128230261304,5106.621685330838,0.025693120565947226,11999.590000000004,0.02644695493478201,0.18504276724691376,2053.016159302562,0.0,2992.3711665303017,1911.5124465194729,172.76994952237374,3999.5900000000047,419.1703231399844,4239.6058242106665
random_2671,random,49406.98002837028,48737.13679793206,1903.5181919696015,5642.272900891029,-2169.4938595762187,55.395522636073885,8999.590000000004,9.220176771299693,1115.439819079913,113.2911181581668,0.0,570.637799476781,7497.987699579532,1738.2434585374667,499.59000000000486,612.0434643303782,4464.064257179421,0.10917896546648105,11999.590000000004,0.07994653755617305,0.12327470858109044,1422.6391973245636,0.0,4648.661972694178,407.77517313385556,46.11249001113379,3999.5900000000047,28.196601889852758,1178.5988773560448
random_2252,random,49956.531656334504,48704.47114585072,1899.320235211195,4670.068992534111,-2731.562610738712,88.9296442993573,8999.590000000004,81.77098001297892,603.2142235846311,431.6447668684213,0.0,4963.511335303766,909.0297691010262,242.62497409813113,499.59000000000486,632.4004551619888,4469.319619055149,0.0030525162595780742,11999.590000000004,0.018694192321965113,0.15135602949406998,101.32405723086266,0.0,469.0520348657653,8332.582491069159,386.7721981267181,3999.5900000000047,7.9640474973592355,2737.8579573211
random_3521,random,49646.45654251357,48577.996845480375,1630.5512477160298,6694.973283147671,-1421.098626331495,5.394490152834067,8999.590000000004,1.3973601278242178,81.78209072806615,1369.4791715456602,0.0,1894.8958502745238,5362.704769755691,1431.5983504592116,499.59000000000486,1144.0104395620422,3344.8105114385967,0.007728868933829891,11999.590000000004,0.006353419882461762,0.03419953145274795,487.2393317094314,0.0,4172.721315252198,3518.812693125561,276.36393167490934,3999.5900000000047,26.448212295961948,1030.3897425907733
random_2860,random,49635.31519777899,48407.18793480794,1684.2955989347754,5461.029752606027,-2390.550448375531,357.7083967585774,8999.590000000004,25.16560900598693,196.64313805481862,1275.8179330649023,0.0,3869.742235789496,3145.9354924244544,319.3597659974091,499.59000000000486,479.51784816512463,5318.297638623891,0.0769898874127157,11999.590000000004,0.09596627211547873,0.17863443604916887,1358.0726133845908,0.0,946.5437566209134,3109.1304986359073,93.90331318222394,3999.5900000000047,70.4738092858695,3570.2915581892307
