year,GDP_log_growth_pct,TFP_contribution_pct_points,K_contribution_pct_points,L_contribution_pct_points,D_contribution_pct_points,AI_contribution_pct_points,H_contribution_pct_points,model_log_growth_pct
2021,5.361829570650478,-0.8548438582916429,-1.2815467551038893,5.242143546554953,0.5669534367654538,1.1134565130666978,0.5756666876588081,5.3618295706503805
2022,11.409632663538716,4.912779074443252,-1.1467612433009062,3.9294079010302383,1.1865754380131577,2.08033106441081,0.4473004289422376,11.40963266353879
2023,7.183187499174437,1.933921240907166,-1.0837560648430973,2.4291746182940805,1.4310084364067333,2.1897682084618992,0.2830710599476083,7.18318749917439
2024,11.885858844748398,5.330235799500294,-0.9610980502897721,4.511455314231558,1.0354067894084062,1.4313151877787254,0.5385438041191222,11.885858844748334
2025,10.977574051001504,5.675939802841912,-0.8327620567052954,4.159317985459541,0.6351340572232544,0.8292205865013571,0.5107236756807145,10.977574051001483
