episode,reward,smoothed_reward
116,8.117206404113526,8.142268581558307
117,8.064415244155404,8.138411676510303
118,8.41520995178241,8.146263204953183
119,7.058938716671529,8.133396161458085
120,8.434682798995107,8.137202225194393
121,7.953588855594013,8.139403483197837
122,8.463622300115489,8.156746124240504
123,8.057486378273481,8.152746243846059
124,8.343109504452572,8.150891936096961
125,8.118894550238519,8.146360676801093
126,8.270384077459273,8.145437595509797
127,8.256032943406106,8.150002458217344
128,8.164221605285167,8.146960710858401
129,8.186542982725967,8.145807772916333
130,8.126377590809138,8.14165869538415
131,8.198805420685373,8.146722323179917
132,7.529201919730883,8.145006064518887
133,8.085065435374874,8.160712914465284
134,7.214015027635441,8.149972742023898
135,8.484358006340914,8.153514347536886
136,8.677589357016753,8.160804719010025
137,8.65342827879189,8.164779972305352
138,8.569623981575749,8.165305245117962
139,8.613466258168021,8.166293944221108
140,8.09610409165369,8.16316954630042
141,8.565263401551775,8.165704537001481
142,8.559356471870387,8.163613369738577
143,8.570684386265164,8.167738223523985
144,8.272684684165508,8.1669888958342
145,7.569565521639883,8.159965330855378
146,6.714735180284291,8.144763382379042
147,8.742632475292282,8.148721847878814
148,8.4720484574254,8.154270339113246
149,8.085255877194557,8.150101490005273
150,8.555585951220678,8.15570344304726
151,8.261423886573862,8.153193404653345
152,8.500944594880728,8.159200502538964
153,8.28282942473982,8.15837605569051
154,8.57914700240979,8.160983957472956
155,8.182048739171197,8.168264055762801
156,7.948942998485027,8.170085727683503
157,8.603677482707683,8.170042122230535
158,7.086644142966658,8.1573979508842
159,8.181391970138732,8.166871384608118
160,8.555463012975633,8.167611222169146
161,7.9246537287924586,8.16382784573645
162,8.163236766719649,8.165332278734798
163,8.49089187463116,8.164858943284747
164,8.38173246824864,8.164271416107955
165,8.532978394313073,8.164141733118235
166,8.53236242155196,8.167574403199492
167,8.093507421643498,8.170045574052347
168,8.439874089069665,8.168044526469188
169,8.584488455226836,8.169923843384082
170,8.607460479242633,8.175496968391133
171,7.906066287215355,8.170257779995952
172,8.014131471690682,8.166947604793707
173,8.446354140408866,8.169554461307449
174,8.459269803869043,8.16876426899872
175,8.34941562631566,8.170947331032242
176,8.082208628639261,8.178213090754094
177,8.533660491505675,8.178279408213847
178,8.202399965930855,8.177145640769755
179,8.282523134591617,8.176550688502932
180,8.505519498279973,8.177517364793529
181,8.212744923722997,8.175276613612864
182,8.58404178426263,8.180554212255487
183,8.663972563188036,8.187760118059655
184,8.460950699912711,8.188641121790456
185,7.2713775048001,8.18016011363107
186,8.310191536700064,8.182098562278947
187,8.514724839017704,8.185535431486993
188,8.138777928918703,8.1849492111723
189,8.578743558500854,8.194052264815161
190,8.203794427795462,8.191532702848242
191,8.248444583138602,8.193276031689958
192,8.672540305576709,8.19984668360149
193,8.639267642906018,8.201071589946077
194,8.353451157713966,8.20251835674106
195,8.363921000567391,8.210238738477997
196,8.654525391504722,8.21944420841057
197,7.640432585583078,8.214655867350135
198,7.883200479529021,8.212718981817185
199,8.591864436181519,8.21573791454574
200,8.504038077922921,8.221714314868402
201,8.592996381028366,8.234195517264416
202,8.7018053256932,8.237353691177164
203,8.094577547708608,8.23512011779015
204,8.37973842590041,8.232245599424646
205,7.78731374007008,8.22628862024882
206,8.050552323231436,8.221788032797553
207,8.09750409320393,8.252307643789106
208,7.673235401174808,8.246442118242914
209,8.176062019618035,8.244894885731629
210,8.482723002870603,8.24315908056163
211,7.9118895425237845,8.238749794194725
212,8.408493343836913,8.241462600400661
213,7.82532827409662,8.239656137036265
214,6.886880430621574,8.224762982976378
215,6.626228869609553,8.211617666395279
216,8.1351396783666,8.21179699913781
217,8.406089498426006,8.215213741680516
218,8.345249109676462,8.214514133259458
219,8.110130459129552,8.225026050684038
220,8.408729038600027,8.224766513080086
221,7.408519268263374,8.21931581720678
222,8.568404067961126,8.220363634885238
223,8.388360934710871,8.22367238044961
224,7.835346738134257,8.218594752786428
225,8.26801516864347,8.220085958970477
226,7.314469126196871,8.210526809457853
227,8.634304005137885,8.21430952007517
228,8.257330360369474,8.215240607626013
229,8.487074884043786,8.218245926639192
230,8.290133722159037,8.219883487952691
231,8.422544206904826,8.222120875814886
232,8.646719345157955,8.233296050069157
233,8.020841561997798,8.232653811335387
234,8.578825009199265,8.246301911151024
235,8.586615427669466,8.24732448536431
236,8.514520547929457,8.245693797273438
237,8.316017422073768,8.242319688706255
238,8.66409571402848,8.243264406030782
239,8.427688116839912,8.241406624617502
240,8.203681550264662,8.242482399203611
241,8.583763436719954,8.242667399555295
242,8.084851485210518,8.237922349688695
243,8.181189336382362,8.234027399189866
244,8.35214540946654,8.234822006442876
245,7.90512480338504,8.238177599260327
246,8.09983558446533,8.252028603302138
247,7.891979093608684,8.243522069485303
248,8.747764604233112,8.24627923095338
249,8.432352013367819,8.249750192315112
250,8.841310268866911,8.252607435491575
251,8.148374189403214,8.251476938519868
252,8.213549928333016,8.24860299185439
253,8.551193771629556,8.25128663532329
254,8.034561551130134,8.245840780810491
255,8.72762537631465,8.251296547181926
256,8.092559035310078,8.252732707550177
257,8.165472221707834,8.248350654940179
258,8.220521044370418,8.259689423954216
259,8.641619584262088,8.264291700095448
260,8.369903592850841,8.262436105894203
261,8.111845792236336,8.26430802652864
262,6.720266590167412,8.249878324763118
263,8.294922344338573,8.247918629460193
264,8.527804552408375,8.249379350301789
265,8.544485750611424,8.249494423864773
266,8.49034719639504,8.249074271613205
267,8.660095990469568,8.254740157301466
268,8.758299875644976,8.257924415167219
269,8.689398228637254,8.258973512901322
270,8.634700661771292,8.259245914726609
271,8.086467358638355,8.261049925440838
272,7.8569324532451015,8.259477935256383
273,7.94572557062853,8.25447164955858
274,8.610829942673336,8.255987250946623
275,7.125375590976248,8.243746850593228
276,7.237973714882258,8.235304501455659
277,8.408392981375862,8.23405182635436
278,8.816658766093397,8.240194414355985
279,7.458638456026763,8.231955567570337
280,8.177154539947628,8.228671917987013
281,8.193984650253231,8.228484315252317
282,8.864611026573636,8.231290007675424
283,8.69375006263202,8.231587782669866
284,8.60050224497134,8.232983298120452
285,8.333854771285306,8.243608070785303
286,8.338782759621822,8.243893983014521
287,8.075303947137723,8.239499774095721
288,8.692618190374429,8.24503817671028
289,8.152973263222854,8.240780473757498
290,8.4845336134872,8.243587865614417
291,8.320178129792893,8.244305201080959
292,8.48794201586302,8.242459218183823
293,8.439709568385556,8.240463637438618
294,7.315781473440026,8.230086940595879
295,8.27285340916746,8.229176264681879
296,8.453919877173592,8.227170209538569
297,8.309694344570705,8.233862827128444
298,8.848916930653088,8.243519991639685
299,8.660216621561304,8.244203513493483
300,7.785482121049618,8.237017953924749
301,8.779989558909424,8.23888788570356
302,8.603998695042172,8.23790981939705
303,8.491103512437173,8.241875079044336
304,8.594005022622309,8.244017745011554
305,8.738412088508674,8.25352872849594
306,8.733022154899585,8.260353426812621
307,8.907484271733264,8.268453228597917
308,8.506515454980605,8.276786029135973
309,8.173399246666907,8.276759401406462
310,8.435169271849338,8.27628386409625
311,8.498026372782435,8.282145232398836
312,8.536905403854878,8.283429352999015
313,8.892774316791217,8.294103813425963
314,8.626370802254623,8.31149871714229
315,6.937769065198804,8.314614119098184
316,8.571399925902982,8.318976721573549
317,8.760416242248438,8.322519989011774
318,8.53441631490133,8.32441166106402
319,8.286851219307412,8.3261788686658
320,8.610527787040738,8.328196856150207
321,8.673165018601603,8.34084331365359
322,8.56650584525475,8.340824331426525
323,7.713631614251113,8.334077038221928
324,8.375929951494497,8.339482870355532
325,8.844769422612188,8.345250412895217
326,8.951098317726064,8.361616704810508
327,8.446667618841804,8.359740340947548
328,7.462569209944186,8.351792729443297
329,8.682481987604621,8.353746800478904
330,8.378224503394744,8.354627708291261
331,8.804927363469695,8.35845153985691
332,8.727800366116796,8.359262350066498
333,8.286760801043176,8.361921542456951
334,8.639866608128855,8.362531958446247
335,8.4191714989448,8.360857519159001
336,8.518497112598173,8.360897284805688
337,8.660954127151951,8.36434665185647
338,8.587813863551606,8.363583833351703
339,8.329839051504196,8.362605342698345
340,8.473058293135644,8.365299110127054
341,8.518882510305554,8.36465030086291
342,8.319089454155103,8.366992680552356
343,8.176206432593638,8.36694285151447
344,8.989864873488141,8.373320046154685
345,8.390360581954095,8.378172403940376
346,8.479864520519714,8.381972693300918
347,7.809479864028992,8.381147701005121
348,8.158540830370544,8.375255463266496
349,8.223884025843772,8.373170783391256
350,8.70379738400812,8.371795654542668
351,8.42696700054761,8.374581582654113
352,7.155176891563487,8.363997852286417
353,7.734442089794362,8.355830335468063
354,8.653935732216572,8.36202407727893
355,8.489631540263234,8.359644138918414
356,7.821713206587465,8.356935680631189
357,6.930990294642573,8.344590861360537
358,8.51411717234929,8.347526822640326
359,8.056956543478647,8.341680192232491
360,8.254219851117604,8.340523354815158
361,8.19199171574678,8.341324814050262
362,8.458363257143303,8.35870578072002
363,8.496300398019658,8.360719561256833
364,8.830042994963623,8.363741945682385
365,7.419865737458534,8.352495745550856
366,8.306508191378326,8.350657355500688
367,7.573071687080092,8.339787112466794
368,8.415434720776348,8.336358460918108
369,9.067298719707793,8.340137465828814
370,8.784227307797746,8.341632732289078
371,7.932055009157446,8.340088608794268
372,8.81258236920735,8.34964510795389
373,8.913757525614313,8.35932542750375
374,7.911870936350199,8.352335837440517
375,8.320290821760153,8.364284989748358
376,7.344455845431975,8.365349811053854
377,6.370183599058767,8.344967717230682
378,8.302317189008601,8.339824301459835
379,7.356485413445243,8.33880277103402
380,8.38124176340136,8.340843643268558
381,8.803029390448419,8.346934090670509
382,8.539731205153238,8.343685292456305
383,8.832609896345193,8.345073890793437
384,8.57375970567928,8.344806465400517
385,8.7203941001758,8.348671858689421
386,9.008864672695283,8.355372677820156
387,8.125445242918977,8.355874090777968
388,8.335238585119537,8.352300294725419
389,8.443895799683146,8.355209520090023
390,8.884074945503356,8.359204933410185
391,8.480579107886712,8.360808943191122
392,8.586063677242123,8.361790159804913
393,8.570208638730472,8.363095150508363
394,8.737162631799249,8.377308962091956
395,8.658508762731765,8.381165515627597
396,8.42560384391491,8.380882355295011
397,8.700416936177229,8.384789581211075
398,8.827405238689813,8.384574464291443
399,8.846407653138993,8.38643637460722
400,7.844759045671752,8.387029143853443
401,8.59299404622918,8.38515918872664
402,8.141804933488585,8.380537251111104
403,8.244181473390503,8.378068030720636
404,8.347608890364384,8.375604069398058
405,8.43452319234981,8.37256518043647
406,8.242848266553777,8.367663441553011
407,8.840039793334448,8.366988996769022
408,8.593744093358136,8.367861283152797
409,8.581532216965293,8.371942612855781
410,8.422378188725604,8.371814702024544
411,8.480022993034487,8.371634668227065
412,8.35546862623579,8.369820300450874
413,8.153728668125892,8.36242984396422
414,8.269009498692814,8.358856230928604
415,8.719480962176165,8.376673349898375
416,8.064214316140752,8.371601493800753
417,8.704818177425077,8.37104551315252
418,8.037813236851292,8.36607948237202
419,8.537484824623343,8.36858581842518
420,8.820223332359182,8.370682773878364
421,8.444347906820925,8.368394602760556
422,8.876899577162813,8.371498540079637
423,8.842705858258109,8.382789282519706
424,8.423342237982181,8.383263405384584
425,8.97166343794368,8.384532345537899
426,8.620636004054532,8.381227722401185
427,8.668216114653209,8.3834432073593
428,8.549863837836174,8.394316153638218
429,8.760432922133743,8.39509566298351
430,8.537609835906599,8.396689516308626
431,8.224053611990794,8.390880778793838
432,8.625046462618327,8.389853239758855
433,9.036290830168607,8.397348540050109
434,8.675640804230543,8.397706282011125
435,8.38859196700743,8.397400486691751
436,8.375714393531176,8.39597265950108
437,8.18540185318315,8.391217136761394
438,8.828660488419063,8.393625603010067
439,8.755836366956435,8.39788557616459
440,7.905042526042799,8.392205418493662
441,8.503754706082448,8.392054140451432
442,8.37873750329044,8.392650620942783
443,8.656245751716616,8.397451014134013
444,8.365827170268222,8.391210637101814
445,8.248892031667854,8.389795951598952
446,8.550185407538123,8.390499160469137
447,8.886746568757253,8.40127182751642
448,8.587715494233844,8.405563574155051
449,8.824634890091268,8.411571082797527
450,8.164578435959784,8.406178893317042
451,8.858252084979938,8.410491744161368
452,7.451823275598389,8.413458208001716
453,7.391075276921751,8.41002453987299
454,7.133281422651508,8.39481799677734
455,8.510035118343774,8.395022032558145
456,6.46992684845479,8.381504168976816
457,8.584378061667431,8.398038046647066
458,8.887361520855606,8.40177049013213
459,8.41381780622276,8.405339102759571
460,8.786421789019592,8.410661122138592
461,8.89832440497228,8.417724449030846
462,8.509582008340312,8.418236636542815
463,6.489442808349548,8.398168060646114
464,8.913613077412121,8.3990037614706
465,8.482666032596759,8.409631764421983
466,8.509837589559362,8.411665058403791
467,8.832111971039279,8.424255461243384
468,8.469536872650053,8.42479648276212
469,8.862471582424151,8.422748211389285
470,8.153692465568325,8.41644286296699
471,8.77881903653642,8.424910503240781
472,7.399061584985273,8.41077529539856
473,8.876853602694162,8.410406256169358
474,8.998231597065553,8.42126986277651
475,7.89759677202439,8.417042922279153
476,7.920832316247987,8.422806686987313
477,8.340615882028029,8.442511009817007
478,8.731414313703066,8.44680198106395
479,8.574282848697235,8.45897995541647
480,8.348564594120683,8.458653183723664
481,8.471039157130575,8.455333281390487
482,8.577069857744634,8.455706667916399
483,8.69690170585676,8.454349586011515
484,8.725747571287341,8.455869464667597
485,8.459494627513607,8.453260469940973
486,8.455094918889898,8.447722772402921
487,8.647517598855705,8.452943495962288
488,6.640493035500173,8.435996040466094
489,7.053263902769804,8.42208972149696
490,7.9765762999445435,8.413014735041372
491,6.661138345434539,8.39482032741685
492,8.711839492164474,8.396078085566074
493,8.69691602709281,8.397345159449698
494,8.97753587969789,8.399748891928683
495,8.468197903679261,8.397845783338159
496,8.455934558520214,8.398149090484212
497,8.282877609540833,8.393973697217849
498,8.432799865450162,8.390027643485451
499,8.361631767397537,8.385179884628037
500,8.467966980335415,8.391411963974672
501,8.7852292262262,8.393334315774643
502,8.439325314632999,8.396309519586088
503,8.143328142486073,8.395300986277045
504,7.995641078810225,8.391781308161502
505,8.51910094668814,8.392627085704884
506,8.388417613325982,8.394082779172606
507,8.425008704167382,8.389932468280938
508,8.055583862295517,8.384550865970311
509,8.906426795195433,8.387799811752613
510,8.449874307636295,8.388074772941719
511,8.853774498549116,8.391812287996865
512,8.225403779554515,8.390511639530052
513,8.573676400474696,8.394711116853541
514,8.759271411256254,8.399613735979175
515,8.293954121811318,8.395358467575527
516,8.015959875799885,8.394875923172117
517,8.941069959516346,8.397238440993029
518,8.607888673011043,8.402939195354628
519,8.167863875127244,8.399242985859667
520,8.824682531526053,8.399287577851336
521,8.592972468601582,8.400773823469143
522,8.07998169565738,8.392804644654088
523,8.173841776017763,8.386116003831685
524,8.414479460541921,8.386027376057282
525,8.581256710023457,8.38212330877808
526,8.57980402676972,8.381714989005232
527,7.2488692511301185,8.36752152037
528,8.63635998731509,8.368386481864789
529,8.574602996425313,8.366528182607704
530,8.874537159559413,8.369897455844233
531,6.373846907836192,8.351395388802688
532,8.850617873387936,8.353651102910383
533,8.312340201216841,8.346411596620866
534,8.705123164473447,8.346706420223295
535,8.413110559173928,8.34695160614496
536,8.541683797742083,8.34861130018707
537,8.360282815565807,8.350360109810897
538,8.33799212658854,8.34545342619259
539,8.956601506600967,8.347461077589037
540,8.810906949902288,8.356519721827631
541,8.559222389536703,8.357074398662172
542,7.615836411995221,8.34944538774922
543,8.835502574017648,8.351237955972232
544,8.663145558268162,8.35421113985223
545,8.544043560593085,8.357162655141483
546,8.726322305221988,8.358924024118322
547,8.845411048440855,8.358510668915157
548,8.454618587735766,8.357179699850176
549,8.075412026035707,8.349687471209622
550,8.72759612913893,8.355317648141414
551,8.762011663938697,8.354355243931
552,8.469179725151749,8.364528808426535
553,8.8108383210731,8.378726438868046
554,8.68780442092385,8.39427166885077
555,8.418933896529476,8.393360656632629
556,7.935018649863834,8.408011574646718
557,8.566852669898452,8.407836320729029
558,8.777205584130616,8.406734761361777
559,8.820100600236001,8.410797589301911
560,8.163406878753538,8.404567440199251
561,8.900279197357056,8.404586988123098
562,8.847862877129126,8.407969796810987
563,8.61107283213166,8.429186097048808
564,8.242480716868705,8.422474773443373
565,9.041691308880221,8.428065026206207
566,8.896869752100363,8.431935347831619
567,8.265939015422852,8.426273618275452
568,8.74740495773763,8.42905229912633
569,8.059677093888368,8.421024354240972
570,8.638502921828206,8.425872458803571
571,8.548320268746787,8.423567471125674
572,8.68377234770369,8.436414578752858
573,8.678395223799523,8.434429994963914
574,6.757073075102106,8.412018409744277
575,8.77089701377043,8.420751412161739
576,7.5441425701156,8.416984514700413
577,8.760976665663698,8.421188122536769
578,8.584323328964354,8.419717212689385
579,8.749128709673277,8.421465671299144
580,6.974493151331461,8.40772495687125
581,8.585296615757446,8.40886753145752
582,8.63816988911318,8.409478531771207
583,8.634402609208246,8.40885354080472
584,8.895382899038287,8.41054989408223
585,7.952447628137324,8.405479424088467
586,8.30483362755123,8.40397681117508
587,9.098303276141355,8.408484667947937
588,7.60623398781271,8.418142077471062
589,8.642078294691153,8.434030221390277
590,8.479239169184135,8.439056850082672
591,8.453070987693865,8.456976176505265
592,8.706904270228929,8.45692682428591
593,8.782189957967809,8.45777956359466
594,8.73218463036265,8.455326051101308
595,8.758566878517506,8.45822974084969
596,8.191876354627828,8.455589158810765
597,8.641252367110122,8.45917290638646
598,8.696699348903197,8.461811901220988
599,8.73076731147234,8.465503256661737
600,8.939267053064926,8.470216257389033
601,7.693408346994468,8.459298048596715
602,8.442596217480602,8.45933075762519
603,7.898300352907349,8.456880479729403
604,8.989732210440897,8.466821391045709
605,8.147126989440958,8.46310165147324
606,8.80040138281719,8.46722148916815
607,8.701691384539101,8.469988315971868
608,8.793542304149032,8.477367900390403
609,8.804937877716116,8.47635301121561
610,8.315666598671525,8.475010934125962
611,8.677198102407782,8.473245170164548
612,8.63174952701631,8.477308627639166
613,8.447771046583417,8.476049574100253
614,8.062248720682664,8.469079347194517
615,8.298615797724521,8.46912596395365
616,8.602767013044462,8.474994035326096
617,8.321289210018334,8.468796227831115
618,8.742129949902608,8.470138640600032
619,8.416815755663716,8.472628159405396
620,8.487983546480677,8.469261169554942
621,8.783012106853143,8.471161565937457
622,7.265242636937028,8.463014175350255
623,7.974503072221941,8.461020788312297
624,8.70113668284487,8.463887360535326
625,7.985418206693057,8.457928975502023
626,8.777299158831292,8.459903926822637
627,8.85125407016979,8.475927775013034
628,8.444538370223748,8.47400955884212
629,8.165859119568019,8.469922120073548
630,8.004267526185666,8.461219423739811
631,8.546292370478316,8.48294387836623
632,8.697074337234678,8.4814084430047
633,8.445229316210419,8.482737334154635
634,8.6705906067255,8.482392008577156
635,8.74816373970848,8.485742540382502
636,8.222813338556136,8.482553835790641
637,8.543964617536984,8.484390653810353
638,7.802211943805204,8.47903285198252
639,8.67312562348971,8.476198093151407
640,8.318748718466265,8.471276510837047
641,8.777614971476291,8.473460436656444
642,8.436753959108477,8.481669612127575
643,8.428602136504368,8.477600607752443
644,8.921326821356041,8.480182420383322
645,8.52717541323343,8.480013738909724
646,9.026242856375323,8.483012944421258
647,7.9174347683201125,8.47373318162005
648,8.205491826885968,8.471241914011554
649,8.263757725590542,8.4731253710071
650,8.401328170995269,8.469862691425664
651,8.591837845992675,8.468160953246205
652,8.465623140973797,8.468125387404426
653,8.770241888665193,8.467719423080347
654,9.021508016678881,8.471056459037897
655,8.434322645090633,8.471210346523508
656,8.92966517099849,8.481156811734854
657,8.42891019258399,8.47977738696171
658,8.449188842604388,8.476497219546447
659,8.04033254060419,8.46869953895013
660,8.7002490787372,8.474067960949967
661,8.2957278354968,8.468022447331364
662,8.592315863348812,8.46546697719356
663,8.76846396459749,8.46704088851822
664,8.97941165584857,8.474410197908016
665,8.644144975319833,8.470434734572413
666,8.749235761041817,8.468958394661827
667,8.543032390800244,8.471729328415602
668,8.449594277182099,8.468751221610045
669,8.506758933767502,8.473222040008837
670,8.542982558115142,8.472266836371707
671,8.721255874103559,8.473996192425275
672,8.994781343528397,8.477106282383522
673,8.211631135343533,8.472438641498961
674,8.327414941561184,8.488142060163552
675,8.71544293711286,8.487587519396977
676,8.784855530156529,8.499994648997387
677,7.903421680238472,8.491419099143135
678,8.689610357413075,8.492471969427621
679,8.770168161065094,8.49268236394154
680,8.303003758896962,8.505967470017195
681,8.690262849799797,8.50701713235762
682,8.286172981002409,8.50349716327651
683,8.53270441147295,8.502480181299157
684,8.328996777831556,8.49681632008709
685,8.093871925951495,8.498230563065231
686,7.7625889496174505,8.492808116285893
687,8.708620130709203,8.488911284831572
688,8.481864399729186,8.497667588950737
689,8.808493674258733,8.499331742746413
690,8.766089295315329,8.502200244007726
691,7.983518686289298,8.49750472099368
692,8.929130182462384,8.499726980116014
693,7.965635566969679,8.491561436206032
694,8.75967918764235,8.49183638177883
695,8.533204446709343,8.489582757460747
696,8.471645579274812,8.492380449707218
697,8.423743883594495,8.490205364872061
698,8.44456097239413,8.48768398110697
699,8.82229902235811,8.488599298215828
700,8.765341296788765,8.486860040653067
701,7.624506131177851,8.4861710184949
702,8.32203219503336,8.484965378270427
703,8.846328924145892,8.494445663982814
704,7.2483613851554,8.47703195572996
705,8.810779764500415,8.483668483480553
706,8.696118854490885,8.48262565819729
707,8.414284775448921,8.479751592106389
708,8.557839093032053,8.477394559995219
709,8.72275678324646,8.476572749050522
710,8.894891833203296,8.48236500139584
711,8.006250896422051,8.475655529335983
712,8.602921090796645,8.475367244973786
713,7.8492877283849545,8.469382411791802
714,8.80986551404864,8.476858579725462
715,8.97381393700886,8.483610561118304
716,8.762620071219088,8.485209091700051
717,8.72641687936591,8.489260368393527
718,7.609574915812132,8.477934818052622
719,8.602044365576461,8.47978710415175
720,8.997420680810377,8.484881475495047
721,8.807602839677179,8.485127382823286
722,8.85488662012055,8.501023822655123
723,8.596531945052432,8.507244111383427
724,8.412859709968751,8.504361341654665
725,8.677260151322674,8.511279761100962
726,8.789126698521448,8.511398036497862
727,8.818205195463834,8.511067547750804
728,8.871732030548515,8.515339484354051
729,8.528512064370409,8.518966013802075
730,8.125499395483061,8.520178332495048
731,8.967379387510833,8.524389202665375
732,8.41484714339214,8.52156693072695
733,7.529469962987985,8.512409337194724
734,8.896198234534038,8.51466541347281
735,8.931547330177267,8.516499249377498
736,8.435668413165034,8.518627800123587
737,8.729971321153519,8.520487867159751
738,8.588100883163083,8.528346756553331
739,8.385427518791735,8.52546977550635
740,8.54378138193847,8.527720102141073
741,8.376155480431846,8.523705507230629
742,8.628809142962922,8.525626059069173
743,8.286116758855176,8.52420120529268
744,8.256045013511146,8.517548387214232
745,9.06868296265293,8.522963462708427
746,8.376103061066953,8.516462064755343
747,8.664402548267356,8.523931742554817
748,8.830434843224214,8.530181172718198
749,8.627620533591234,8.533819800798206
750,8.997505534847836,8.53978157443673
751,8.932734227258791,8.543190538249393
752,8.978125175979734,8.548315558599452
753,8.363897872315613,8.544252118435956
754,7.968354000648112,8.533720578275648
755,8.737445193304202,8.536751803757785
756,8.58018579557519,8.53325701000355
757,7.66933464096424,8.525661254487353
758,8.538269703474713,8.526552063096057
759,9.031546524988421,8.536464202939898
760,8.464173159754242,8.534103443750068
761,8.545261159192112,8.536598776987022
762,8.783566238903855,8.538511280742574
763,8.029181571734016,8.531118456813937
764,8.573917904042514,8.527063519295877
765,8.41273271884046,8.524749396731085
766,8.75413161815132,8.52479835530218
767,8.427713619769673,8.523645167591873
768,8.727072751541375,8.526419952335466
769,8.648487508732263,8.527837238085114
770,8.237421110841858,8.52478162361238
771,8.737661668218474,8.52494568155353
772,8.848470178693447,8.52348256990518
773,8.438286009115716,8.525749118642903
774,8.99582408435043,8.532433210070794
775,7.454761435642947,8.519826395056095
