year,Y_actual,TFP_A,Y_hat,error_pct
2020,8044.4,17.222560612807687,8563.434337955503,6.452119958673157
2021,8487.5,17.07596209810079,9112.690948524863,7.366020012074974
2022,9513.3,17.935814788570728,9724.38440823747,2.2188347706628773
2023,10221.8,18.286055090387574,10248.478444838855,0.26099556671873136
2024,11511.9,19.2871893339546,10942.841307686962,4.943221295468495
2025,12847.6,20.413582915381195,11538.644845211977,10.188324315732306
